node_index,class
532,1
533,1
534,0
535,1
536,1
537,1
538,1
539,1
540,0
541,1
542,1
543,1
544,1
545,0
546,19
547,9
548,0
549,0
550,15
551,0
552,0
553,0
554,20
555,20
556,20
557,20
558,20
559,22
560,20
561,0
562,0
563,20
564,15
565,0
566,0
567,0
568,0
569,9
570,0
571,0
572,0
573,1
574,0
575,0
576,0
577,9
578,0
579,0
580,0
581,0
582,0
583,0
584,0
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,1
600,0
601,0
602,0
603,9
604,0
605,2
606,0
607,0
608,0
609,0
610,4
611,1
612,0
613,0
614,0
615,0
616,0
617,0
618,0
619,1
620,0
621,1
622,1
623,0
624,0
625,1
626,1
627,1
628,1
629,1
630,1
631,1
632,8
633,1
634,1
635,23
636,0
637,18
638,18
639,18
640,0
641,9
642,18
643,18
644,23
645,0
646,0
647,11
648,18
649,0
650,18
651,9
652,0
653,0
654,0
655,0
656,0
657,18
658,18
659,18
660,0
661,18
662,18
663,18
664,18
665,18
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,24
681,24
682,0
683,0
684,2
685,0
686,0
687,24
688,24
689,24
690,1
691,0
692,0
693,0
694,0
695,24
696,0
697,24
698,1
699,1
700,0
701,0
702,18
703,0
704,0
705,0
706,0
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,0
715,0
716,0
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,24
726,0
727,0
728,0
729,0
730,0
731,0
732,0
733,0
734,0
735,0
736,0
737,0
738,0
739,0
740,0
741,0
742,0
743,18
744,0
745,18
746,4
747,0
748,18
749,18
750,0
751,0
752,0
753,0
754,0
755,0
756,18
757,18
758,0
759,0
760,0
761,0
762,23
763,0
764,0
765,4
766,0
767,0
768,0
769,0
770,0
771,0
772,0
773,0
774,0
775,0
776,0
777,0
778,0
779,0
780,0
781,0
782,0
783,0
784,0
785,9
786,0
787,0
788,0
789,0
790,0
791,0
792,0
793,0
794,0
795,0
796,0
797,0
798,0
799,0
800,0
801,0
802,0
803,23
804,0
805,0
806,0
807,0
808,0
809,23
810,0
811,18
812,0
813,0
814,0
815,0
816,23
817,23
818,0
819,0
820,13
821,13
822,13
823,11
824,8
825,10
826,25
827,0
828,11
829,11
830,11
831,11
832,0
833,0
834,11
835,11
836,11
837,0
838,8
839,11
840,11
841,0
842,0
843,11
844,26
845,0
846,11
847,11
848,11
849,8
850,0
851,11
852,11
853,11
854,11
855,0
856,1
857,11
858,11
859,11
860,11
861,11
862,11
863,0
864,11
865,8
866,0
867,0
868,0
869,0
870,0
871,11
872,11
873,11
874,11
875,0
876,11
877,11
878,8
879,0
880,0
881,11
882,11
883,11
884,11
885,11
886,11
887,11
888,0
889,11
890,0
891,11
892,11
893,0
894,11
895,0
896,11
897,11
898,11
899,11
900,11
901,11
902,11
903,11
904,11
905,11
906,11
907,11
908,0
909,11
910,0
911,11
912,11
913,11
914,0
915,11
916,0
917,11
918,18
919,0
920,11
921,11
922,0
923,2
924,0
925,0
926,11
927,11
928,11
929,11
930,0
931,0
932,0
933,0
934,0
935,0
936,23
937,23
938,23
939,0
940,23
941,23
942,0
943,0
944,0
945,0
946,0
947,0
948,0
949,0
950,23
951,0
952,0
953,0
954,0
955,0
956,0
957,0
958,0
959,0
960,23
961,0
962,23
963,0
964,0
965,0
966,0
967,0
968,0
969,0
970,23
971,23
972,0
973,0
974,0
975,23
976,23
977,23
978,0
979,23
980,0
981,5
982,5
983,0
984,5
985,5
986,5
987,0
988,0
989,0
990,0
991,0
992,5
993,6
994,0
995,0
996,0
997,0
998,0
999,0
1000,27
1001,0
1002,1
1003,0
1004,0
1005,6
1006,5
1007,5
1008,5
1009,5
1010,5
1011,0
1012,0
1013,0
1014,5
1015,5
1016,0
1017,5
1018,5
1019,5
1020,0
1021,0
1022,0
1023,5
1024,1
1025,0
1026,1
1027,0
1028,1
1029,1
1030,1
1031,1
1032,1
1033,1
1034,1
1035,1
1036,1
1037,1
1038,1
1039,1
1040,1
1041,1
1042,1
1043,1
1044,1
1045,1
1046,1
1047,4
1048,0
1049,0
1050,0
1051,0
1052,0
1053,7
1054,7
1055,0
1056,0
1057,0
1058,0
1059,0
1060,0
1061,26
1062,0
1063,4
1064,4
1065,0
1066,0
1067,0
1068,0
1069,0
1070,0
1071,0
1072,0
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1079,0
1080,0
1081,0
1082,0
1083,0
1084,0
1085,7
1086,28
1087,7
1088,0
1089,0
1090,0
1091,0
1092,7
1093,0
1094,0
1095,0
1096,0
1097,0
1098,7
1099,0
1100,0
1101,0
1102,0
1103,4
1104,0
1105,0
1106,0
1107,0
1108,0
1109,0
1110,0
1111,0
1112,0
1113,0
1114,0
1115,0
1116,0
1117,0
1118,0
1119,0
1120,0
1121,0
1122,0
1123,0
1124,0
1125,0
1126,0
1127,0
1128,0
1129,0
1130,0
1131,0
1132,0
1133,0
1134,1
1135,0
1136,0
1137,0
1138,0
1139,0
1140,0
1141,0
1142,0
1143,1
1144,0
1145,0
1146,0
1147,0
1148,0
1149,0
1150,0
1151,0
1152,0
1153,0
1154,0
1155,0
1156,0
1157,0
1158,0
1159,0
1160,0
1161,0
1162,0
1163,0
1164,0
1165,0
1166,22
1167,7
1168,0
1169,0
1170,0
1171,0
1172,0
1173,0
1174,0
1175,0
1176,0
1177,0
1178,0
1179,0
1180,0
1181,0
1182,0
1183,1
1184,0
1185,0
1186,0
1187,0
1188,0
1189,0
1190,0
1191,0
1192,0
1193,0
1194,0
1195,0
1196,0
1197,0
1198,0
1199,0
1200,0
1201,0
1202,0
1203,0
1204,0
1205,0
1206,0
1207,0
1208,0
1209,0
1210,0
1211,0
1212,0
1213,0
1214,0
1215,0
1216,0
1217,0
1218,0
1219,0
1220,0
1221,0
1222,0
1223,0
1224,23
1225,0
1226,0
1227,0
1228,0
1229,0
1230,0
1231,0
1232,0
1233,0
1234,0
1235,0
1236,0
1237,0
1238,0
1239,0
1240,0
1241,0
1242,0
1243,0
1244,0
1245,0
1246,0
1247,0
1248,0
1249,0
1250,0
1251,0
1252,1
1253,0
1254,0
1255,29
1256,0
1257,0
1258,0
1259,7
1260,0
1261,0
1262,0
1263,0
1264,0
1265,0
1266,0
1267,0
1268,0
1269,0
1270,0
1271,0
1272,0
1273,0
1274,0
1275,0
1276,0
1277,0
1278,0
1279,0
1280,0
1281,0
1282,0
1283,0
1284,0
1285,0
1286,0
1287,0
1288,0
1289,0
1290,0
1291,0
1292,0
1293,0
1294,0
1295,0
1296,0
1297,0
1298,0
1299,0
1300,0
1301,0
1302,0
1303,0
1304,0
1305,0
1306,0
1307,0
1308,0
1309,0
1310,0
1311,0
1312,0
1313,0
1314,0
1315,2
1316,0
1317,0
1318,0
1319,0
1320,0
1321,0
1322,0
1323,0
1324,0
1325,0
1326,0
1327,0
1328,0
1329,0
1330,0
1331,0
1332,0
1333,0
1334,0
1335,0
1336,0
1337,30
1338,30
1339,5
1340,0
1341,5
1342,0
1343,0
1344,0
1345,0
1346,0
1347,0
1348,0
1349,0
1350,0
1351,0
1352,24
1353,0
1354,0
1355,0
1356,0
1357,0
1358,0
1359,0
1360,0
1361,0
1362,0
1363,0
1364,0
1365,0
1366,0
1367,0
1368,0
1369,0
1370,0
1371,0
1372,0
1373,0
1374,0
1375,0
1376,0
1377,0
1378,0
1379,0
1380,0
1381,0
1382,0
1383,0
1384,0
1385,0
1386,0
1387,0
1388,0
1389,0
1390,0
1391,0
1392,0
1393,0
1394,0
1395,0
1396,0
1397,0
1398,0
1399,0
1400,0
1401,0
1402,0
1403,4
1404,0
1405,0
1406,0
1407,0
1408,0
1409,0
1410,0
1411,0
1412,18
1413,0
1414,0
1415,0
1416,0
1417,0
1418,0
1419,0
1420,0
1421,0
1422,0
1423,0
1424,0
1425,0
1426,0
1427,0
1428,0
1429,0
1430,0
1431,0
1432,0
1433,0
1434,0
1435,0
1436,0
1437,0
1438,0
1439,0
1440,0
1441,0
1442,0
1443,0
1444,0
1445,0
1446,0
1447,0
1448,31
1449,0
1450,0
1451,0
1452,0
1453,0
1454,0
1455,0
1456,0
1457,0
1458,0
1459,0
1460,0
1461,0
1462,0
1463,0
1464,0
1465,0
1466,0
1467,0
1468,0
1469,0
1470,0
1471,0
1472,0
1473,0
1474,0
1475,0
1476,0
1477,0
1478,0
1479,0
1480,0
1481,0
1482,0
1483,0
1484,0
1485,0
1486,0
1487,0
1488,0
1489,0
1490,0
1491,0
1492,0
1493,0
1494,0
1495,0
1496,0
1497,0
1498,0
1499,0
1500,0
1501,0
1502,1
1503,0
1504,0
1505,0
1506,0
1507,0
1508,0
1509,0
1510,1
1511,0
1512,0
1513,0
1514,0
1515,0
1516,0
1517,0
1518,0
1519,0
1520,0
1521,0
1522,0
1523,0
1524,0
1525,14
1526,0
1527,0
1528,0
1529,21
1530,0
1531,0
1532,0
1533,0
1534,0
1535,0
1536,0
1537,0
1538,0
1539,0
1540,0
1541,0
1542,0
1543,14
1544,0
1545,0
1546,0
1547,0
1548,0
1549,0
1550,0
1551,0
1552,0
1553,0
1554,0
1555,0
1556,0
1557,0
1558,32
1559,32
1560,32
1561,0
1562,0
1563,0
1564,0
1565,0
1566,0
1567,0
1568,0
1569,0
1570,0
1571,0
1572,0
1573,0
1574,0
1575,0
1576,0
1577,0
1578,0
1579,0
1580,0
1581,0
1582,0
1583,0
1584,0
1585,0
1586,0
1587,0
1588,0
1589,0
1590,0
1591,0
1592,0
1593,0
1594,0
1595,0
1596,0
1597,0
1598,0
1599,0
1600,0
1601,0
1602,0
1603,0
1604,0
1605,0
1606,0
1607,0
1608,0
1609,0
1610,0
1611,0
1612,0
1613,0
1614,0
1615,0
1616,0
1617,0
1618,0
1619,0
1620,0
1621,0
1622,0
1623,0
1624,0
1625,0
1626,0
1627,0
1628,0
1629,0
1630,0
1631,0
1632,0
1633,0
1634,0
1635,0
1636,0
1637,0
1638,0
1639,0
1640,0
1641,0
1642,0
1643,0
1644,0
1645,0
1646,0
1647,0
1648,0
1649,0
1650,0
1651,0
1652,0
1653,0
1654,0
1655,23
1656,23
1657,23
1658,0
1659,0
1660,0
1661,0
1662,23
1663,0
1664,0
1665,0
1666,0
1667,0
1668,0
1669,0
1670,0
1671,0
1672,0
1673,0
1674,0
1675,4
1676,0
1677,0
1678,0
1679,0
1680,0
1681,0
1682,0
1683,0
1684,0
1685,23
1686,0
1687,0
1688,0
1689,23
1690,0
1691,0
1692,0
1693,0
1694,0
1695,23
1696,24
1697,0
1698,2
1699,23
1700,0
1701,23
1702,23
1703,23
1704,23
1705,1
1706,0
1707,23
1708,0
1709,23
1710,23
1711,23
1712,23
1713,33
1714,0
1715,0
1716,0
1717,0
1718,0
1719,0
1720,0
1721,0
1722,0
1723,0
1724,0
1725,0
1726,0
1727,0
1728,0
1729,0
1730,0
1731,0
1732,0
1733,0
1734,0
1735,0
1736,0
1737,0
1738,0
1739,0
1740,0
1741,0
1742,0
1743,0
1744,0
1745,0
1746,0
1747,0
1748,0
1749,0
1750,0
1751,0
1752,0
1753,0
1754,0
1755,0
1756,0
1757,0
1758,0
1759,0
1760,0
1761,0
1762,34
1763,0
1764,0
1765,0
1766,0
1767,0
1768,0
1769,0
1770,0
1771,34
1772,0
1773,0
1774,0
1775,0
1776,0
1777,0
1778,34
1779,0
1780,0
1781,23
1782,23
1783,0
1784,0
1785,0
1786,0
1787,0
1788,0
1789,0
1790,0
1791,0
1792,0
1793,0
1794,0
1795,0
1796,0
1797,0
1798,0
1799,0
1800,0
1801,0
1802,0
1803,0
1804,0
1805,0
1806,0
1807,0
1808,0
1809,23
1810,0
1811,0
1812,0
1813,0
1814,0
1815,0
1816,0
1817,0
1818,0
1819,0
1820,0
1821,0
1822,0
1823,0
1824,0
1825,0
1826,0
1827,34
1828,0
1829,34
1830,0
1831,34
1832,23
1833,0
1834,23
1835,34
1836,23
1837,23
1838,0
1839,0
1840,34
1841,0
1842,0
1843,0
1844,0
1845,34
1846,34
1847,34
1848,34
1849,0
1850,34
1851,34
1852,0
1853,34
1854,0
1855,0
1856,0
1857,34
1858,0
1859,34
1860,0
1861,0
1862,0
1863,34
1864,0
1865,34
1866,34
1867,34
1868,34
1869,34
1870,34
1871,0
1872,0
1873,0
1874,34
1875,34
1876,34
1877,0
1878,34
1879,34
1880,34
1881,34
1882,0
1883,0
1884,34
1885,34
1886,34
1887,0
1888,34
1889,34
1890,34
1891,34
1892,34
1893,34
1894,34
1895,0
1896,23
1897,0
1898,0
1899,0
1900,0
1901,0
1902,34
1903,34
1904,34
1905,34
1906,0
1907,0
1908,0
1909,0
1910,0
1911,0
1912,34
1913,34
1914,34
1915,34
1916,34
1917,34
1918,0
1919,0
1920,0
1921,34
1922,34
1923,34
1924,34
1925,34
1926,34
1927,34
1928,34
1929,34
1930,34
1931,0
1932,0
1933,4
1934,0
1935,0
1936,0
1937,0
1938,0
1939,0
1940,0
1941,23
1942,0
1943,24
1944,0
1945,0
1946,0
1947,0
1948,0
1949,0
1950,0
1951,0
1952,0
1953,0
1954,0
1955,0
1956,0
1957,0
1958,11
1959,11
1960,23
1961,23
1962,23
1963,0
1964,23
1965,0
1966,23
1967,0
1968,23
1969,0
1970,0
1971,23
1972,23
1973,23
1974,0
1975,23
1976,23
1977,23
1978,23
1979,23
1980,0
1981,0
1982,0
1983,0
1984,23
1985,0
1986,23
1987,23
1988,23
1989,23
1990,23
1991,23
1992,0
1993,0
1994,0
1995,23
1996,0
1997,23
1998,23
1999,23
2000,23
2001,23
2002,23
2003,23
2004,23
2005,0
2006,0
2007,23
2008,23
2009,23
2010,23
2011,0
2012,0
2013,0
2014,23
2015,23
2016,23
2017,23
2018,23
2019,0
2020,23
2021,23
2022,23
2023,23
2024,23
2025,0
2026,23
2027,0
2028,23
2029,23
2030,23
2031,23
2032,23
2033,23
2034,23
2035,23
2036,23
2037,23
2038,23
2039,23
2040,23
2041,23
2042,23
2043,23
2044,23
2045,0
2046,0
2047,23
2048,0
2049,0
2050,23
2051,23
2052,0
2053,0
2054,23
2055,0
2056,23
2057,0
2058,23
2059,0
2060,0
2061,23
2062,23
2063,23
2064,23
2065,23
2066,23
2067,23
2068,23
2069,23
2070,23
2071,23
2072,0
2073,23
2074,23
2075,23
2076,23
2077,23
2078,23
2079,23
2080,23
2081,23
2082,0
2083,23
2084,0
2085,0
2086,0
2087,0
2088,23
2089,23
2090,23
2091,23
2092,23
2093,1
2094,1
2095,1
2096,1
2097,1
2098,1
2099,1
2100,7
2101,1
2102,1
2103,1
2104,1
2105,1
2106,1
2107,10
2108,11
2109,11
2110,11
2111,11
2112,11
2113,11
2114,11
2115,11
2116,11
2117,11
2118,11
2119,11
2120,11
2121,11
2122,11
2123,11
2124,16
2125,11
2126,11
2127,11
2128,1
2129,11
2130,11
2131,11
2132,11
2133,11
2134,11
2135,11
2136,11
2137,18
2138,18
2139,18
2140,0
2141,1
2142,0
2143,0
2144,34
2145,34
2146,0
2147,1
2148,2
2149,23
2150,0
2151,0
2152,34
2153,0
2154,0
2155,0
2156,0
2157,0
2158,0
2159,0
2160,11
2161,0
2162,23
2163,34
2164,0
2165,0
2166,0
2167,0
2168,0
2169,0
2170,0
2171,0
2172,0
2173,0
2174,1
2175,0
2176,0
2177,2
2178,2
2179,2
2180,0
2181,2
2182,2
2183,2
2184,0
2185,0
2186,0
2187,0
2188,0
2189,2
2190,0
2191,0
2192,0
2193,0
2194,0
2195,0
2196,0
2197,2
2198,2
2199,2
2200,0
2201,2
2202,2
2203,2
2204,1
2205,2
2206,2
2207,2
2208,0
2209,0
2210,0
2211,2
2212,11
2213,2
2214,2
2215,2
2216,0
2217,2
2218,2
2219,1
2220,2
2221,2
2222,0
2223,0
2224,0
2225,1
2226,2
2227,2
2228,2
2229,0
2230,0
2231,0
2232,0
2233,1
2234,0
2235,0
2236,0
2237,0
2238,0
2239,0
2240,0
2241,0
2242,0
2243,0
2244,2
2245,2
2246,0
2247,0
2248,0
2249,0
2250,0
2251,0
2252,0
2253,0
2254,0
2255,0
2256,0
2257,0
2258,0
2259,0
2260,0
2261,0
2262,0
2263,0
2264,7
2265,0
2266,0
2267,0
2268,0
2269,0
2270,0
2271,0
2272,7
2273,0
2274,0
2275,0
2276,0
2277,0
2278,0
2279,0
2280,0
2281,0
2282,0
2283,0
2284,0
2285,0
2286,0
2287,2
2288,0
2289,0
2290,0
2291,9
2292,0
2293,2
2294,2
2295,0
2296,2
2297,0
2298,0
2299,9
2300,0
2301,0
2302,0
2303,9
2304,9
2305,2
2306,2
2307,0
2308,23
2309,0
2310,2
2311,0
2312,2
2313,2
2314,2
2315,0
2316,2
2317,0
2318,0
2319,2
2320,2
2321,2
2322,2
2323,0
2324,2
2325,2
2326,2
2327,0
2328,23
2329,2
2330,0
2331,0
2332,2
2333,2
2334,2
2335,0
2336,2
2337,0
2338,2
2339,0
2340,0
2341,0
2342,0
2343,0
2344,0
2345,0
2346,2
2347,2
2348,2
2349,2
2350,0
2351,0
2352,0
2353,0
2354,2
2355,2
2356,2
2357,0
2358,2
2359,2
2360,2
2361,2
2362,2
2363,2
2364,2
2365,2
2366,2
2367,0
2368,0
2369,0
2370,2
2371,2
2372,2
2373,2
2374,0
2375,0
2376,35
2377,35
2378,0
2379,2
2380,2
2381,0
2382,2
2383,2
2384,2
2385,0
2386,2
2387,2
2388,11
2389,2
2390,2
2391,2
2392,2
2393,2
2394,0
2395,0
2396,2
2397,0
2398,0
2399,35
2400,2
2401,0
2402,1
2403,0
2404,0
2405,0
2406,2
2407,2
2408,2
2409,2
2410,0
2411,0
2412,0
2413,0
2414,0
2415,0
2416,0
2417,0
2418,0
2419,0
2420,0
2421,0
2422,0
2423,2
2424,0
2425,2
2426,2
2427,0
2428,2
2429,0
2430,2
2431,0
2432,2
2433,36
2434,2
2435,2
2436,2
2437,0
2438,0
2439,2
2440,2
2441,0
2442,2
2443,0
2444,2
2445,2
2446,0
2447,0
2448,0
2449,2
2450,2
2451,0
2452,0
2453,2
2454,2
2455,2
2456,2
2457,1
2458,2
2459,2
2460,0
2461,2
2462,2
2463,0
2464,2
2465,2
2466,7
2467,2
2468,2
2469,2
2470,2
2471,2
2472,2
2473,2
2474,2
2475,2
2476,2
2477,2
2478,4
2479,11
2480,0
2481,7
2482,2
2483,0
2484,2
2485,0
2486,0
2487,0
2488,0
2489,0
2490,0
2491,0
2492,0
2493,0
2494,0
2495,0
2496,0
2497,0
2498,2
2499,0
2500,0
2501,7
2502,0
2503,0
2504,0
2505,35
2506,4
2507,2
2508,2
2509,2
2510,0
2511,0
2512,0
2513,4
2514,0
2515,0
2516,0
2517,0
2518,0
2519,0
2520,0
2521,0
2522,0
2523,0
2524,0
2525,0
2526,2
2527,0
2528,37
2529,0
2530,33
2531,0
2532,0
2533,0
2534,0
2535,0
2536,0
2537,0
2538,0
2539,0
2540,0
2541,4
2542,4
2543,0
2544,4
2545,0
2546,2
2547,0
2548,0
2549,0
2550,0
2551,0
2552,0
2553,0
2554,0
2555,0
2556,0
2557,0
2558,0
2559,0
2560,0
2561,0
2562,0
2563,0
2564,0
2565,0
2566,0
2567,2
2568,0
2569,0
2570,0
2571,0
2572,2
2573,0
2574,0
2575,0
2576,0
2577,0
2578,0
2579,2
2580,0
2581,0
2582,2
2583,0
2584,0
2585,2
2586,0
2587,2
2588,0
2589,0
2590,2
2591,0
2592,0
2593,0
2594,2
2595,2
2596,0
2597,0
2598,0
2599,2
2600,2
2601,0
2602,0
2603,2
2604,2
2605,0
2606,0
2607,2
2608,2
2609,0
2610,0
2611,0
2612,2
2613,0
2614,2
2615,2
2616,0
2617,2
2618,2
2619,2
2620,2
2621,0
2622,2
2623,2
2624,0
2625,0
2626,0
2627,2
2628,2
2629,2
2630,2
2631,2
2632,0
2633,33
2634,0
2635,2
2636,2
2637,0
2638,2
2639,0
2640,1
2641,0
2642,0
2643,0
2644,0
2645,0
2646,0
2647,0
2648,0
2649,2
2650,0
2651,0
2652,2
2653,0
2654,0
2655,0
2656,0
2657,0
2658,0
2659,0
2660,0
2661,0
2662,0
2663,0
2664,0
2665,0
2666,0
2667,0
2668,0
2669,0
2670,0
2671,0
2672,0
2673,0
2674,0
2675,0
2676,0
2677,0
2678,1
2679,0
2680,0
2681,0
2682,0
2683,0
2684,0
2685,0
2686,0
2687,4
2688,0
2689,0
2690,38
2691,0
2692,0
2693,0
2694,0
2695,0
2696,0
2697,7
2698,7
2699,7
2700,7
2701,0
2702,7
2703,0
2704,7
2705,7
2706,0
2707,0
2708,0
2709,7
2710,0
2711,7
2712,0
2713,0
2714,0
2715,0
2716,0
2717,7
2718,0
2719,0
2720,0
2721,7
2722,7
2723,0
2724,0
2725,7
2726,39
2727,7
2728,7
2729,7
2730,0
2731,7
2732,7
2733,0
2734,7
2735,11
2736,1
2737,0
2738,7
2739,7
2740,1
2741,7
2742,7
2743,7
2744,7
2745,7
2746,7
2747,7
2748,0
2749,0
2750,0
2751,0
2752,0
2753,0
2754,0
2755,0
2756,0
2757,1
2758,0
2759,7
2760,0
2761,0
2762,0
2763,7
2764,0
2765,0
2766,0
2767,0
2768,0
2769,7
2770,1
2771,7
2772,0
2773,11
2774,0
2775,0
2776,0
2777,0
2778,7
2779,7
2780,0
2781,0
2782,0
2783,11
2784,7
2785,0
2786,0
2787,7
2788,1
2789,11
